Title,Thumbsup,Name,Comment
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,saravok baalspawn,I missed being stoned 🤟
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Undead Television,"I have a cat that does the ""ackackack"" her name is Slim Shady and she Big Stoopid for the laser pointer or reflections"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,meh X,joe thinks he's so smart because and it's so fun to watch 😂😂😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Iskren Tsekov,"Joe "" I always wanted to be "" Rogan"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,12,Fré,"I find him more loud than funny. 
But he is an amazing talk show host."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Kevin Smith,I discovered Joe from his show JRE. I had no idea he also does stand up comedy
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Erinn Earth,That was painful.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,P V,lol this was so true n so funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Blaze__Skywalker,Lol probably the best bit I've heard him do
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jeff L,Love this dude... insane comedy!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Don Martin,It's so true about cat's 🤣 🤣🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,WalkingLootChest,"I'll get my cat riled up with his bird toy that's on a string and a rod, watching him track it and then attack it in the air, grab it, roll, kick with his hind legs, and bite down on it, it's just like watching National Geographic except without the blood. He even does the kill walk where he walks around with his ""kill"" dangling in his mouth. It's crazy stuff."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Astor Ellis,I love joe rogain!!)
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Martin Vera,"Joe ""The Animal Whisper"" Rogan."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mike Savoca,[A few claps] lmao
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,EllenJ .A,Absolutely hilarious
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,jedidiah M,Is it just me or did he start getting a little funny the older he got?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,David Pilgrim,One of the best I have ever seen
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,The Kito,"Im gonna go back to watching his podcasts.... maybe its just me but this stand up is not funny. Its not thought trough or suprizing. Its just ""cats are predators"" and a lot of frantic screaming....
And people seem to love it ... weird."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,ex tothenetwork,"Because, ""cats."" - Joe Rogan (He is a species-ly hateful person)."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jao Jester,"That was really funny, I enjoyed it. Thanks!"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Johnathan Jaco,Ngl this joke has me in stitches as a cat lover
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,meme me,"Joe is so funny, his Netflix show is 🌟🌟🌟🌟🌟"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Ashleigh,Why is no one talking about 6:11
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Carl Darl,"How does it know what to do? DNA?  That cat comes from a long, ancient lineage of predators."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Pablo,His stand-up is loud af
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,renegadeMoscow,One of the best guy on our planet ❤️😍💙
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Cyprien Valet,Elk and weed seems to make a good combo
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,OtakuSamSay,Love his standups! 😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dimp LeFreak,He mastered the art.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Big Baller,My knees stared hurting when he did that thing
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,The Shadow,He stole this from a contestant on America’s for talent
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,ptofacommunity,Love this bit forever now
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Didier Peroni,Joe Rogan is lowkey one of the best impersonators out there
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Gerald Riley,You gotta be great to be able to talk about dogs & cats on your set & destroy it 😂😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Lebron James,I laughed so hard cuz I got both pets
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dan,04:50 Alex Jones?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,RancidNuts,Some of his best jokes I've seen.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Senthil Velan,Joe my boy nailed it here.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Expert Basic,With all this you'd think there'd be more recycling too
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,alimaxion,Best cat and dog joke I've ever heard
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,Milady,But a cat's vile nature is what I love the most about them...
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Draven Ocklost,Cat love is temporary.  A dog's love is eternal.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Emmy Arellano,What's this special of his called so I can look it up?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,5,Sleve McDichael,"Can't wait for his new special.
Any updates on that?"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Ken Dac,Also cats bring you the thing they killed. Like i killed this look at it.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,fernando oviedo,killing in the name rage against the machine
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Veggies and Kilos,Let’s all pretend he’s funny so we can one day be considered to be a guest on his podcast
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Roman Romanov,"That was really funny. To be honest, I'm even scared of cats. Too wierd & unpredictable."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Matthew John Grabow,This was funny.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Anthony Biddle,It called GENETIC memory. Yeah
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Holley Hoffman,Lol my cat like click clacks like that 😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Asu Domu,NGL he look like a npc from outlast
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,anubis80009,Omfg im dying 😂😂😂😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,much wow,"Joe ""cat noises"" Rogan"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,Miguel Rangel,Roe Jogan stars in “Joe Rogan does Comedies”
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Hari Thomas,"Best. Bit. Ever. I'm going to guess he has a cat, a dog and a hamster called rhino."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Maher Wahhoud,those cat noises..dude^^
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,william nicholas,"Haha I love cats =)
And dogs of course!"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,Rob Green,He has legs!!!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Anup TV,Best way to make everyone hate their cats 🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,vapormissile,"Larry Niven's Known Space science fiction character Louis Wu pulled a spear on a tiger in a Kzin game-park.  He said ""Remember?""  & the tiger left."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,J L,Great bit!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Abdul Raheem,Joe wore Jamie's shirt I think
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Reginald House,"I did not expect this to be this funny!

You want know how funny this is if you've never had a cat."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,tigsik,Gotta admit this was pretty funny hahaha
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,10,David hellums,"I’m looking at people talk bad about his comedy yet the crowd is engaged, he’s having fun, the jokes are good and it’s a great set. Not to mention he’s made probably billions while we haven’t even made 500 thousand. 🤷🏻‍♂️"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,Mitch Gibson,I think I just got so used to how good of a podcaster he is that I kind of forgot how fucking hilarious of a standup he is!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,The Mutual Friend,That's crazy..... 🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Farkus Garvey,I wish my head was that big
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mihalis G,One of his best bits ever and so accurate too
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Abraham,I'm not sure Joe knows how mics work.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Edward Palafox,I have six cats. The accuracy he pointed out is nerve-wrecking.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dylan Lasater,"so anyway, have you guys ever tried dmt?"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Deez Nuts,4:55 poor lenny...
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Benji Flannery,Not even remotely funny.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,lee Roberts,Eh email raised in prison with zero exposure to women would likely become gay
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Cnupoc,so How exactly are Men like cats again?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Happy KiDDO,it’s something bout his outfit that got me chuckling
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Keith Chung,"Is he the guy on ""Ripley's Believe it or not?""?"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Olbap Rabocse,Stick to podcasts Rogan...
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Sam Davies,Joe 'My shirt is way to big for me' Rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,TotalRookie_LV,"Yeah, that's funny, how so many of our pets are predators, yet it makes sense - they don't shit everywhere (mostly), they are not boring and some of them are pack animals, which makes them follow you as a pack leader... or try to over take you to that position."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,felixloveseat,Domes really good stuff
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mr Panda,I KNOW WHAT I KNOW BRO
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Devo Davis,How TF does this epic bit only collect a 100k views?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,8,GorGob,I'm sweating it's so hard to watch his whatever this is.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Madlad Dreamers,So accurate lmao
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Hilly Dilly,Joe does stand up ????🤣🤣🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,2,hart,"I see why some people are referred to as catty even more so than i did before now. When they’re mad they see blood, after the damage is done”bitch you know me”. Nice joe lol"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Daryl Thomas,Dog lovers at it again with their propaganda. ;P
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,teardropsonmyfallen,This hurt my abs
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,GAML Aaron,I have said i like to live with what can potentially kill me
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Marqo,One of the best comedy bits of all time
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,NickyVEE89,"Joe ""I like to wear women's jean"" Rogan"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dr.4G,Interesting TED talk joe
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jake Andrews,That was GReat!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jean-Marc Jardine,Joe still got it 😂😂😭😭
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,munbanematt,big head tiny body
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,American Accent,OMG this is so Joe Rogan
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,5,MoodyWanderer,he looks so weird with legs
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Juzo 589,The Joe Rogan Experience .
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,29,Liam O'Mahony,I feel like Joe's comedy game isn't that strong. I mean it's absolutely fine but nothing spectacular. But we don't wanna admit it cause his podcasting game is so superior and bloody enjoyable.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,purplerabbit,Does his head get cold in the winter? He should try on some headphones.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,deekio,joes physical comedy is always so good
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,juan gonzalez,I wonder if this guy every did dmt
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Rnnie,he didn’t explain it once just inferred 😔😔
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Hymedude,LMAO!!!!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Серж Мэй,Wow !!! Super class !!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,420 Dab,Joe looks short in this
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,SlipperyMooseCakes,That shirts a little to big Joe
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,31,DGLS_Official,"It’s called genetic memory. 
Like how birds know to fly south for the winter, or bears know to hibernate"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jarvis Sdot,lol 🤣😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Marjan 123,"10% here are this channels fan base, the other 90% is rogans😂"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,kwanele Ngcobo,This guy looks like he could  commentate UFC matches
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Hannya Yamantaka,When was Joe Rogan funny?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Philip Wanjie,Best explanation of pets
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,DarklordIra,"Yeah dogs will get on board with anything, my brother's Pitbull used to growl at my tarantula but now he just tries to sniff. He mostly stays away because he knows Jeffrey is a grumpy lil guy but he even gets protective when people go near his enclosure it's really cute"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,Josh Irvin,"""Oh No not today mf""!!! Lmao!!!😂🤣😂🤣!! He is not lying about cats! They are sum crazy ass animals legit!!! 💯💯💯"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Kashiho Kasugano,"Is this recent? I mean, it was uploaded 3 months ago but when was this created?"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,A J,i think abt these things lol
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Melani Nahra,the greatest showman
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,dericdomino,Cats are the perfect predators
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,ampoules1,"Don't quit your day job, joe."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,Barney Rainbow,This was incredible
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,arobyte,Didn't think I'd laugh... but I did. Nice range dude!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,grtgrt,Joe looks like a W40K figurine.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Costa Karras,I manage property and there is one building where at least once a month where I know the feral cats kill pigeons.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Merlissa Farrell,omg 😂😂😂😂😂
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Deep Chheda,"You were right man, comedy is an essential service"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,almax84,"Yes, Joe Rogan does have legs."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,youssef garas,This guys funny he should start a podcast
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Nic holas,Imagining Joe Rogan as a cat
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,PLeat,Glad he has found another gig after Fear Factor
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Bobbie,He should start a podcast
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Roland Bishop,This is Joe’s best special to date
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,9,James Bond,I love Joe but his stand up isn't that good
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Doven Ro Galus,"that's why dogs are the best- you know the saying we all do...dogs are man's best friend.  it's a saying for a reason, there's truth in it."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dm Drae,Great bit Rogan - you’re getting better every year
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Liz,I have a 3 month old kitten... She's Evil.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Eric Uytdehaag,Murder cats are the best 🤣🤣🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,G R,Didn’t laugh once
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Mike Law,How far into the clip can you make it
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Catify Co,Adorable!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Blank Hero • Genshin Impact,What does he remind me of JoKoy?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,10,Somebody Somewhere,"Pretty decent up to about the 3:00 mark. Definitely accurate, if not funny, anyway. Should've ended the bit on the ""Not today, motherfucker!"" I feel like it kinda just dragged on after that. 🤷‍♂️"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jon Raquet,Gotta be one of Joe's best bits
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,jon moore,this was superb hes on point
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,alimaxion,He's so right about dog and cat behaviour. Dogs will follow your lead
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,4,Zack Clements,"Joe would be a good hardcore vocalist! When he imitated Junior, that was actually pretty sick."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Alin Y,Joe organ has legs ?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Damian Rodriguez,Its crazy how in funny this dude is
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Kitty,"My cat is the sweetest, gentlest animal I have ever met, she loves people and other cats and dogs, but a couple of weeks ago a mouse got in the house, and she immediately killed it. She'd never even seen a mouse before."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Red Sled,Holy shit..Joe has ears?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,65,The Hypertrophy Scientist,"Growth hormone has made his head, of a person who is 7 feet, while he is 5"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Mattastic Mattattack,Joe is the MASTER
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,H.f.s smoky skull,:D
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Julio Sanchez,I always knew Joe Rogan was a phony.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,meurtri,his podcast can get questionable but you can't fault him his cat impressions.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,3 name changes allowed every 90 days,Short man
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Arthur Morgan,He just listed reasons why cats are so cool.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,mikey1974 hetfield,I need 4 extra jobs to buy a Ridge Wallet
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,BeefPapa,He just tries too hard
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,13,Alex Lemon,Wait... joe Rogan is a comedian?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Anton Adelson,A real veteran!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Varun Raj,My best part of the video 5:52 LOL
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Richard Wheatley,How you not even gonna link the main video though.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Fabius Maximus,Joe is probably the least funny comedian out of his crew I give the title to Tom segura
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,15,Vystopian,Anyone else find this completely devoid of humor? I feel like he's trying to aggressively convince me into believing he's funny.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,N7Mith,It's so weird to see the guy from Fear Factor on anything else.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,D Legionnaire,THE MERCENARY 2020 now on amazon.........................VIVE LE MORT ex 2 REPMAN
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Prestige Excellence,So weird seeing Joe Rogan with ears
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,FPSGeorge,How long do  you think it took him to practice those faces in front of a mirror?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,12,Low Key Im Loki,Is it just me or does Joe Rogan look like Elon musk on steroids?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,brew gar,how was this explaining how men are like cats?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Erion Gugu,"Please, stick to the podcast Joe."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Hmmm Really?,Okay. He improved a lot for sure.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,saghar14,Why is he yelling though
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,10,Free Speech,"I never knew joe as a comedian, I take him so seriously that I can’t laugh at his silly jokes."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Wilson Erazo,Really??? Stick to broadcast joe
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Michael J,3:57
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Andy Martin,.like Michael Phelps trying to figure skate maybe.....?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Rick Simmons,Great bit!!!!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,25,Adachi,"Joe ""I can do standup too"" Rogan"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Boi Mesa,what is the show called?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Cygnus Prime,Cats can be just a couple months old and they instinctively get alerted by strings and ropes thinking they're snakes. Science does need to explain this stuff.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Colin Rankin,I feel like this video is poorly titled
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,10,Ja Pr,Still by no means the best. But Joe's stand up is getting better.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,RouKaime,Joe Rogan is awesome!
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Shlok Ahuja,hes funny he should start a podcast ?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Ace McKool,"Really funny bit, I laughed hard, but title is kinda misleading. The bit is about cats and dogs in general. The ""men are like cats"" joke is only one of them, and not quite as funny as the rest, tbh."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Ben Beacom,The real OG
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,18,7\,"He’s mostly known for his podcast, but tbh his standup work is decent too"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Virtual Rasta,"This is a good one, Joe Rogan. Very nice."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Zex,This guy is funny. Wonder if he ever done DMT
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,jebes909090,"Joes jokes would land better if his delivery was more low key like louis ck.

He always seems like hes trying way too hard."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,15,Queenie Be Me,I cannot stand Joe Rogan. it pisses me off that hes so attractive and funny and a generally well rounded great guy. it just bothers me.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,gerad franzsen,Wait... Joe has legs???
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,MeditatewithMike,solid gold. haha so funny.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,3KBS Channel,I see a talent in this guy. I don't know what it is but if he runs his own podcast he will make a fortune
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,ZillmoPig,2:54
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,Ezra Kinfe,Joe “ROOOAAAAARRRRR” Rogan only real ones know like if u do
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Tom,Good thing he got that UFC gig.....
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Real Talk,Hhahahahaha so true 🤣🤣🤣
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,6,Wire haired Dachshund,Cat shows bum to show you love. No one sees bum without paying a claw fee.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Danil Dolinchuk,A lot of people would consider this as a workout
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Dilan Abdah,5:50
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Jason Smith,Yelling and sweating = funny
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,local1925,"Joe ""animal noises"" Rogan"
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,3,animbot,Dude does one TV show and now he thinks he can just start doing standup!? Mark my words when this standup thing fails I bet you he'll try and start a podcast.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Troy Te Ao,I love Joe I wish he was funny.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,1,Zack Jackson,"Cats make that noise in frustration. They want to chase the squirrels, but they can’t. That’s why Joe."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,rayn doski,joe got good imprission game
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Ronan Last Name,Joe has legs?
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,16,Lou Zer,"Rogan fans, which i am one of, conflate his shows being sold out as his standup actually being funny or him crushing."
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Kat Armstrong,Anybody getting Sebastian Maniscalco vibes???
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Tom Pasquill,tbh the man has the body language of dogs absolutely nailed.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,4,alwaysxnever,Why is Joe Rogan so damn good at cat noises though? This was a great set.
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,0,Keith Greenan,Yelling makes it funnier
Joe Rogan Explains How Men Are Like Cats | Netflix Is A Joke,26,Devraj Ray,"Joe ""I should reaaaaally stick to podcasts"" Rogan."
