,comedian,comedianLabel,citizenshipLabel,ethnic_groupLabel,spouseLabel,children_number,birthdate,genderLabel
7261,http://www.wikidata.org/entity/Q1904779,Martin Rassau,Germany,,,,1967-01-03T00:00:00Z,male
7262,http://www.wikidata.org/entity/Q6776450,Martin Reid,United Kingdom,,,,1964-01-12T00:00:00Z,male
7263,http://www.wikidata.org/entity/Q98362,Martin Schneider,Germany,,,,1964-01-01T00:00:00Z,male
7264,http://www.wikidata.org/entity/Q329744,Martin Short,Canada,,Nancy Dolman,,1950-03-26T00:00:00Z,male
7265,http://www.wikidata.org/entity/Q6183795,Martin Soneby,Sweden,,,,1976-05-27T00:00:00Z,male
7266,http://www.wikidata.org/entity/Q6198865,Martin Svensson,Sweden,,,,1961-01-23T00:00:00Z,male
7267,http://www.wikidata.org/entity/Q12326318,Martin Veltz,Denmark,,,,1976-02-12T00:00:00Z,male
7268,http://www.wikidata.org/entity/Q15072778,Martin White,,,,,,male
7269,http://www.wikidata.org/entity/Q13817163,Martin van Waardenberg,Kingdom of the Netherlands,,,,1956-01-09T00:00:00Z,male
7270,http://www.wikidata.org/entity/Q2119779,Martin van den Ham,Kingdom of the Netherlands,,,,1962-09-15T00:00:00Z,male
7271,http://www.wikidata.org/entity/Q106413,Martina Schwarzmann,Germany,,,,1979-02-26T00:00:00Z,female
7272,http://www.wikidata.org/entity/Q2277299,Martine Bijl,Kingdom of the Netherlands,,,,1948-03-19T00:00:00Z,female
7273,http://www.wikidata.org/entity/Q3960380,Martine Sandifort,Kingdom of the Netherlands,,,,1970-05-17T00:00:00Z,female
7274,http://www.wikidata.org/entity/Q6777353,Marty Allen,United States of America,American Jews,,,1922-03-23T00:00:00Z,male
7275,http://www.wikidata.org/entity/Q332670,Marty Feldman,United Kingdom,,,,1934-07-08T00:00:00Z,male
7276,http://www.wikidata.org/entity/Q6777547,Marty Sheargold,Australia,,,,1971-06-19T00:00:00Z,male
7277,http://www.wikidata.org/entity/Q6777551,Marty Simpson,,,,,1972-01-10T00:00:00Z,male
7278,http://www.wikidata.org/entity/Q6003061,Maruja Boldoba,Spain,,,,1922-01-01T00:00:00Z,female
7279,http://www.wikidata.org/entity/Q6003079,Maruja Montes,Argentina,,,,1930-03-24T00:00:00Z,female
7280,http://www.wikidata.org/entity/Q5945184,Maruja Tomás,Spain,,,,1912-12-24T00:00:00Z,female
7281,http://www.wikidata.org/entity/Q3081492,Marujita Díaz,Spain,,Antonio Gades,,1932-04-27T00:00:00Z,female
7282,http://www.wikidata.org/entity/Q3081492,Marujita Díaz,Spain,,Espartaco Santoni,,1932-04-27T00:00:00Z,female
7283,http://www.wikidata.org/entity/Q11278621,Maruko,Japan,,,,1988-11-16T00:00:00Z,female
7284,http://www.wikidata.org/entity/Q3548850,Marvin Agustin,Philippines,,,,1979-01-29T00:00:00Z,male
7285,http://www.wikidata.org/entity/Q17410696,Marwoto,Indonesia,,,,1952-10-21T00:00:00Z,male
7286,http://www.wikidata.org/entity/Q9029892,Mary Begoña,Spain,,,,1925-04-04T00:00:00Z,female
7287,http://www.wikidata.org/entity/Q5997212,Mary Carmen Martínez-Villaseñor Barrasa,Spain,,,,1943-05-04T00:00:00Z,female
7288,http://www.wikidata.org/entity/Q86381545,Mary Cecilia Taylor,United States of America,,,,1827-03-13T00:00:00Z,female
7289,http://www.wikidata.org/entity/Q5482480,Mary González,Spain,,,,1920-11-03T00:00:00Z,female
7290,http://www.wikidata.org/entity/Q532192,Mary Gross,United States of America,,,,1953-03-25T00:00:00Z,female
7291,http://www.wikidata.org/entity/Q2584326,Mary Jo Pehl,United States of America,,,,1960-02-27T00:00:00Z,female
7292,http://www.wikidata.org/entity/Q6780054,Mary Lawson,United Kingdom,,Francis William Beaumont,,1910-08-30T00:00:00Z,female
7293,http://www.wikidata.org/entity/Q6780054,Mary Lawson,United Kingdom of Great Britain and Ireland,,Francis William Beaumont,,1910-08-30T00:00:00Z,female
7294,http://www.wikidata.org/entity/Q16215397,Mary Mack,United States of America,,,,1975-07-25T00:00:00Z,female
7295,http://www.wikidata.org/entity/Q3754320,Mary Santpere,Spain,,,,1913-09-01T00:00:00Z,female
7296,http://www.wikidata.org/entity/Q3296255,Mary Walsh,Canada,,,,1952-05-13T00:00:00Z,female
7297,http://www.wikidata.org/entity/Q24293017,Maryum Ali,United States of America,,,,1968-01-01T00:00:00Z,female
7298,http://www.wikidata.org/entity/Q15720603,María Antinea,Cuba,,,,1914-01-03T00:00:00Z,female
7299,http://www.wikidata.org/entity/Q15720603,María Antinea,Argentina,,,,1914-01-03T00:00:00Z,female
7300,http://www.wikidata.org/entity/Q15720603,María Antinea,Spain,,,,1915-01-01T00:00:00Z,female
7301,http://www.wikidata.org/entity/Q15720603,María Antinea,Cuba,,,,1915-01-01T00:00:00Z,female
7302,http://www.wikidata.org/entity/Q15720603,María Antinea,Argentina,,,,1915-01-01T00:00:00Z,female
7303,http://www.wikidata.org/entity/Q15720603,María Antinea,Spain,,,,1914-01-03T00:00:00Z,female
7304,http://www.wikidata.org/entity/Q6761110,María Concepción César,Argentina,,,,1926-10-25T00:00:00Z,female
7305,http://www.wikidata.org/entity/Q6003543,María Conesa,Spain,,,,1892-12-12T00:00:00Z,female
7306,http://www.wikidata.org/entity/Q6003543,María Conesa,Mexico,,,,1892-12-12T00:00:00Z,female
7307,http://www.wikidata.org/entity/Q6004034,María José Cantudo,Spain,,Manolo Otero,,1951-07-10T00:00:00Z,female
7308,http://www.wikidata.org/entity/Q5557543,María José Nieto,Spain,,,,1960-03-23T00:00:00Z,female
7309,http://www.wikidata.org/entity/Q6004431,María Paz Jorquiera,Chile,,,,1987-12-17T00:00:00Z,female
7310,http://www.wikidata.org/entity/Q42394231,María Rosa Oña,Uruguay,,,,1973-12-11T00:00:00Z,female
7311,http://www.wikidata.org/entity/Q6782144,María Victoria,Mexico,,,,1933-02-26T00:00:00Z,female
7312,http://www.wikidata.org/entity/Q3544761,Masaaki Sakai,Japan,Japanese people,t2087280499,,1946-08-06T00:00:00Z,male
7313,http://www.wikidata.org/entity/Q11629238,Masafumi Nishida,Japan,,,,1975-05-22T00:00:00Z,male
7314,http://www.wikidata.org/entity/Q11479995,Masahide Ichii,Japan,,,,1976-04-01T00:00:00Z,male
7315,http://www.wikidata.org/entity/Q17160472,Masahiko Taihei,Japan,,,,1965-10-13T00:00:00Z,male
7316,http://www.wikidata.org/entity/Q11290487,Masahiro Ehara,Japan,naturalized Japanese citizens of Korean origin,,,1982-05-29T00:00:00Z,male
7317,http://www.wikidata.org/entity/Q11461293,Masahiro Kobayashi,Japan,,,,1953-09-15T00:00:00Z,male
7318,http://www.wikidata.org/entity/Q11264933,Masahiro Maetani,Japan,,,,1967-01-01T00:00:00Z,male
7319,http://www.wikidata.org/entity/Q11521998,Masahiro Sugisaki,Japan,,,,1974-08-21T00:00:00Z,male
7320,http://www.wikidata.org/entity/Q11290226,Masahito Yazawa,Japan,,,,1986-02-17T00:00:00Z,male
7321,http://www.wikidata.org/entity/Q11579617,Masaichi Shiroyama,Japan,,,,1924-02-29T00:00:00Z,male
7322,http://www.wikidata.org/entity/Q11450189,Masaji Yasui,Japan,,,,1982-01-28T00:00:00Z,male
7323,http://www.wikidata.org/entity/Q9007030,Masakazu Mimura,Japan,,,,1967-06-08T00:00:00Z,male
7324,http://www.wikidata.org/entity/Q11342409,Masakazu Nakamori,Japan,,,,1969-03-14T00:00:00Z,male
7325,http://www.wikidata.org/entity/Q11401278,Masaki Kitahara,Japan,,,,1976-07-15T00:00:00Z,male
7326,http://www.wikidata.org/entity/Q1333256,Masaki Sumitani,Japan,,Anna Suzuki,,1975-12-18T00:00:00Z,male
7327,http://www.wikidata.org/entity/Q11437946,Masaki Ōta,Japan,,,,1984-04-27T00:00:00Z,male
7328,http://www.wikidata.org/entity/Q11380496,Masako Itō,Japan,,,,1978-07-05T00:00:00Z,female
7329,http://www.wikidata.org/entity/Q11459244,Masako Ohara,Japan,,,,1975-10-23T00:00:00Z,female
7330,http://www.wikidata.org/entity/Q3544084,Masami Hisamoto,Japan,,,,1958-07-09T00:00:00Z,female
7331,http://www.wikidata.org/entity/Q11280550,Masami Yamamoto,Japan,,,,1974-02-21T00:00:00Z,male
7332,http://www.wikidata.org/entity/Q11656846,Masanobu Sakata,Japan,,,,1965-03-13T00:00:00Z,male
7333,http://www.wikidata.org/entity/Q11585001,Masanori Ishii,Japan,,,,1973-03-21T00:00:00Z,male
7334,http://www.wikidata.org/entity/Q17217520,Masanori Murakami,Japan,,,,1979-11-28T00:00:00Z,male
7335,http://www.wikidata.org/entity/Q11543797,Masao Hashimoto,Japan,,,,1986-11-17T00:00:00Z,male
7336,http://www.wikidata.org/entity/Q11482517,Masao Hirayama,Japan,,,,1974-12-09T00:00:00Z,male
7337,http://www.wikidata.org/entity/Q8979107,Masao Komatsu,Japan,,,,1942-01-10T00:00:00Z,male
7338,http://www.wikidata.org/entity/Q6782643,Masaru Hamaguchi,Japan,Japanese people,Akina Minami,,1972-01-29T00:00:00Z,male
7339,http://www.wikidata.org/entity/Q11265524,Masashi Kumada,Japan,,,,1973-07-26T00:00:00Z,male
7340,http://www.wikidata.org/entity/Q11476839,Masashi Shimada,Japan,,,,1966-03-01T00:00:00Z,male
7341,http://www.wikidata.org/entity/Q860940,Masashi Tashiro,Japan,Japanese people,,,1956-08-31T00:00:00Z,male
7342,http://www.wikidata.org/entity/Q11517697,Masataka Asada,Japan,,,,1963-10-25T00:00:00Z,male
7343,http://www.wikidata.org/entity/Q11427826,Masato Horibe,Japan,,,,1979-10-24T00:00:00Z,male
7344,http://www.wikidata.org/entity/Q70839895,Masato Satomi,Japan,,,,,male
7345,http://www.wikidata.org/entity/Q11470733,Masato Yamada,Japan,,,,1961-01-22T00:00:00Z,male
7346,http://www.wikidata.org/entity/Q1196113,Masatoshi Hamada,Japan,,Natsumi Ogawa,,1963-05-11T00:00:00Z,male
7347,http://www.wikidata.org/entity/Q11463323,Masaya Ogasawara,Japan,,,,1975-11-25T00:00:00Z,male
7348,http://www.wikidata.org/entity/Q9332121,Masayasu Wakabayashi,Japan,,,,1978-09-20T00:00:00Z,male
7349,http://www.wikidata.org/entity/Q11562354,Masayuki Watanabe,Japan,,,,1956-01-24T00:00:00Z,male
7350,http://www.wikidata.org/entity/Q11391367,Masayuki Yagi,Japan,,,,1966-06-12T00:00:00Z,male
7351,http://www.wikidata.org/entity/Q3281460,Massimiliano Cavallari,Italy,,,,1963-07-08T00:00:00Z,male
7352,http://www.wikidata.org/entity/Q1237265,Massimo Ghini,Italy,,Nancy Brilli,,1954-10-12T00:00:00Z,male
7353,http://www.wikidata.org/entity/Q3851317,Massimo Lopez,Italy,,,,1952-01-11T00:00:00Z,male
7354,http://www.wikidata.org/entity/Q119626,Massimo Rocchi,Switzerland,,,,1957-03-11T00:00:00Z,male
7355,http://www.wikidata.org/entity/Q31886882,Masud Akbarzadeh,Iran,,,,1981-01-01T00:00:00Z,male
7356,http://www.wikidata.org/entity/Q11391394,Masumi Yagi,Japan,,,,1974-08-04T00:00:00Z,female
7357,http://www.wikidata.org/entity/Q52834344,Mat Ewins,,,,,,male
7358,http://www.wikidata.org/entity/Q6785820,Mat Fraser,United Kingdom,,Julie Atlas Muz,,1962-01-01T00:00:00Z,male
7359,http://www.wikidata.org/entity/Q66380974,Matan Zur,Israel,,,,1988-11-22T00:00:00Z,male
7360,http://www.wikidata.org/entity/Q11354585,Matazō Mimata,Japan,,,,1967-05-27T00:00:00Z,male
7361,http://www.wikidata.org/entity/Q78025674,Mateen Stewart,,,,,,male
7362,http://www.wikidata.org/entity/Q6786664,Matet de Leon,Philippines,,,,1983-10-04T00:00:00Z,female
7363,http://www.wikidata.org/entity/Q6787022,Mathew Horne,United Kingdom,,,,1978-09-06T00:00:00Z,male
7364,http://www.wikidata.org/entity/Q79449241,Mathias Luppichini,Norway,,,,1992-02-04T00:00:00Z,male
7365,http://www.wikidata.org/entity/Q122609,Mathias Schlung,Germany,,,,1971-05-11T00:00:00Z,male
7366,http://www.wikidata.org/entity/Q3298694,Mathieu Cyr,Canada,,,,1953-01-01T00:00:00Z,male
7367,http://www.wikidata.org/entity/Q3298810,Mathieu Madénian,France,,,,1976-07-23T00:00:00Z,male
7368,http://www.wikidata.org/entity/Q1238646,Mathurin Régnier,France,,,,1573-12-31T00:00:00Z,male
7369,http://www.wikidata.org/entity/Q16161506,Matilda Berggren,Sweden,,,,1987-01-01T00:00:00Z,female
7370,http://www.wikidata.org/entity/Q459605,Matilda Ziegler,United Kingdom,,,,1964-07-23T00:00:00Z,female
7371,http://www.wikidata.org/entity/Q6787555,Matimtiman Cruz,Philippines,,Balot,,1921-08-21T00:00:00Z,female
7372,http://www.wikidata.org/entity/Q21019604,Matsumoto Club,Japan,,,,1976-06-08T00:00:00Z,male
7373,http://www.wikidata.org/entity/Q21932439,Matt Alaeddine,Canada,,,,,male
7374,http://www.wikidata.org/entity/Q6788339,Matt Bell,United Kingdom,,,,1980-05-06T00:00:00Z,male
7375,http://www.wikidata.org/entity/Q47126223,Matt Bellassai,,,,,,male
7376,http://www.wikidata.org/entity/Q1190397,Matt Berry,United Kingdom,,,,1974-05-02T00:00:00Z,male
7377,http://www.wikidata.org/entity/Q6788475,Matt Charlton,United Kingdom,,,,1983-11-21T00:00:00Z,male
7378,http://www.wikidata.org/entity/Q6788539,Matt Davis,United States of America,,,,1979-10-03T00:00:00Z,male
7379,http://www.wikidata.org/entity/Q6788608,Matt Elliott,New Zealand,,,,1969-01-01T00:00:00Z,male
7380,http://www.wikidata.org/entity/Q6788657,Matt Forde,United Kingdom,,,,1982-11-06T00:00:00Z,male
7381,http://www.wikidata.org/entity/Q6788723,Matt Green,United Kingdom,,,,,male
7382,http://www.wikidata.org/entity/Q2551166,Matt Hill,Canada,,,,1968-01-19T00:00:00Z,male
7383,http://www.wikidata.org/entity/Q73927295,Matt Hobby,United States of America,,,,1985-01-18T00:00:00Z,male
7384,http://www.wikidata.org/entity/Q6788873,Matt K. Miller,United States of America,,,,1960-02-02T00:00:00Z,male
7385,http://www.wikidata.org/entity/Q1909222,Matt King,United Kingdom,,,,1968-01-31T00:00:00Z,male
7386,http://www.wikidata.org/entity/Q6788911,Matt Kirshen,United Kingdom,,,,1980-01-01T00:00:00Z,male
7387,http://www.wikidata.org/entity/Q21933437,Matt Koff,,,,,,male
7388,http://www.wikidata.org/entity/Q317251,Matt Lucas,United Kingdom,,Kevin McGee,,1974-03-05T00:00:00Z,male
7389,http://www.wikidata.org/entity/Q16866741,Matt McGorry,United States of America,,,,1986-04-12T00:00:00Z,male
7390,http://www.wikidata.org/entity/Q25999439,Matt Meese,United States of America,,,,1983-10-10T00:00:00Z,male
7391,http://www.wikidata.org/entity/Q6789092,Matt Morgan,United Kingdom,,,,1977-08-10T00:00:00Z,male
7392,http://www.wikidata.org/entity/Q17612856,Matt Okine,Australia,,,,1985-04-12T00:00:00Z,male
7393,http://www.wikidata.org/entity/Q20198497,Matt Oswalt,,,,,1970-09-25T00:00:00Z,male
7394,http://www.wikidata.org/entity/Q21063802,Matt Parker,Australia,,Lucie Green,,1980-12-22T00:00:00Z,male
7395,http://www.wikidata.org/entity/Q6789165,Matt Parkinson,Australia,,,,1963-11-28T00:00:00Z,male
7396,http://www.wikidata.org/entity/Q6789205,Matt Pritchett,,,,,1964-07-14T00:00:00Z,male
7397,http://www.wikidata.org/entity/Q6789223,Matt Rees,Wales,,,,,male
7398,http://www.wikidata.org/entity/Q6789267,Matt Roper,United Kingdom,,,,1977-01-01T00:00:00Z,male
7399,http://www.wikidata.org/entity/Q64853887,Matt Ruby,United States of America,,,,,male
7400,http://www.wikidata.org/entity/Q56824828,Matteo Lane,United States of America,,,,1982-01-01T00:00:00Z,male
7401,http://www.wikidata.org/entity/Q19357804,Matteo Molinari,,,,,1966-01-01T00:00:00Z,male
7402,http://www.wikidata.org/entity/Q28534209,Matthew Cardarople,United States of America,,,,1983-02-09T00:00:00Z,male
7403,http://www.wikidata.org/entity/Q6790367,Matthew Crosby,United Kingdom,,,,1980-02-12T00:00:00Z,male
7404,http://www.wikidata.org/entity/Q6790642,Matthew Hardy,Australia,,,,,male
7405,http://www.wikidata.org/entity/Q18921900,Matthew Highton,,,,,,male
7406,http://www.wikidata.org/entity/Q6790695,Matthew Holness,United Kingdom,,,,1975-01-01T00:00:00Z,male
7407,http://www.wikidata.org/entity/Q6790766,Matthew Kane,United States of America,,,,1991-01-18T00:00:00Z,male
7408,http://www.wikidata.org/entity/Q2047865,Matthew Pritchard,Wales,,,,1973-03-30T00:00:00Z,male
7409,http://www.wikidata.org/entity/Q2047865,Matthew Pritchard,United Kingdom,,,,1973-03-30T00:00:00Z,male
7410,http://www.wikidata.org/entity/Q56256814,Matthew Welch,Canada,,,,1994-05-12T00:00:00Z,male
7411,http://www.wikidata.org/entity/Q1635368,Matthias Brodowy,Germany,,,,1972-07-08T00:00:00Z,male
7412,http://www.wikidata.org/entity/Q1909813,Matthias Deutschmann,Germany,,,,1958-09-16T00:00:00Z,male
7413,http://www.wikidata.org/entity/Q1909843,Matthias Egersdörfer,Germany,,,,1969-12-28T00:00:00Z,male
7414,http://www.wikidata.org/entity/Q1910312,Matthias Seling,Austria,,,,1969-01-01T00:00:00Z,male
7415,http://www.wikidata.org/entity/Q6791910,Matty Goldberg,,,,,1982-04-07T00:00:00Z,male
7416,http://www.wikidata.org/entity/Q96163,Matze Knop,Germany,,,,1974-03-11T00:00:00Z,male
7417,http://www.wikidata.org/entity/Q96163,Matze Knop,Germany,,,,1974-11-11T00:00:00Z,male
7418,http://www.wikidata.org/entity/Q57269562,Maude Landry,Canada,,,,,female
7419,http://www.wikidata.org/entity/Q98112194,Maude Morissette,,,,,1984-08-24T00:00:00Z,
7420,http://www.wikidata.org/entity/Q6792705,Maureen Larrazabal,Philippines,,,,1979-09-23T00:00:00Z,female
7421,http://www.wikidata.org/entity/Q3300246,Maureen Lipman,United Kingdom,,Jack Rosenthal,,1946-05-10T00:00:00Z,female
7422,http://www.wikidata.org/entity/Q847124,Maurice LaMarche,Canada,,,1,1958-03-30T00:00:00Z,male
7423,http://www.wikidata.org/entity/Q847124,Maurice LaMarche,United States of America,,,1,1958-03-30T00:00:00Z,male
7424,http://www.wikidata.org/entity/Q6007019,Mauricio Medina,Chile,,,,1966-01-01T00:00:00Z,male
7425,http://www.wikidata.org/entity/Q3852512,Maurizio Battista,Italy,,,,1957-06-29T00:00:00Z,male
7426,http://www.wikidata.org/entity/Q3852572,Maurizio Crozza,Italy,,Carla Signoris,,1959-12-05T00:00:00Z,male
7427,http://www.wikidata.org/entity/Q3852654,Maurizio Mattioli,Italy,,,,1950-06-03T00:00:00Z,male
7428,http://www.wikidata.org/entity/Q3301697,Maurizio Micheli,Italy,,,,1947-02-03T00:00:00Z,male
7429,http://www.wikidata.org/entity/Q3852659,Maurizio Milani,Italy,,,,1961-05-20T00:00:00Z,male
7430,http://www.wikidata.org/entity/Q68057157,Mawaan Rizwan,United Kingdom,,,,1992-08-18T00:00:00Z,male
7431,http://www.wikidata.org/entity/Q3545022,Max Alvarado,Philippines,,,,1929-02-19T00:00:00Z,male
7432,http://www.wikidata.org/entity/Q472071,Max Beerbohm,United Kingdom,,Elisabeth Jungmann,,1872-08-24T00:00:00Z,male
7433,http://www.wikidata.org/entity/Q472071,Max Beerbohm,United Kingdom,,Florence Kahn,,1872-08-24T00:00:00Z,male
7434,http://www.wikidata.org/entity/Q42951420,Max Bird,France,,,,1990-05-26T00:00:00Z,male
7435,http://www.wikidata.org/entity/Q3302043,Max Boublil,France,,,,1979-05-17T00:00:00Z,male
7436,http://www.wikidata.org/entity/Q356091,Max Boyce,Wales,,,,1943-09-27T00:00:00Z,male
7437,http://www.wikidata.org/entity/Q356091,Max Boyce,United Kingdom,,,,1943-09-27T00:00:00Z,male
7438,http://www.wikidata.org/entity/Q28170,Max Brooks,United States of America,,,,1972-05-22T00:00:00Z,male
7439,http://www.wikidata.org/entity/Q2477019,Max Bygraves,United Kingdom,,,,1922-10-16T00:00:00Z,male
7440,http://www.wikidata.org/entity/Q2477019,Max Bygraves,United Kingdom of Great Britain and Ireland,,,,1922-10-16T00:00:00Z,male
7441,http://www.wikidata.org/entity/Q1960197,Max Douw,Kingdom of the Netherlands,,,,1983-01-01T00:00:00Z,male
7442,http://www.wikidata.org/entity/Q1912577,Max Giermann,Germany,,,,1975-10-24T00:00:00Z,male
7443,http://www.wikidata.org/entity/Q2893806,Max Giusti,Italy,,,,1968-07-28T00:00:00Z,male
7444,http://www.wikidata.org/entity/Q1912585,Max Goldschmidt,Germany,,,,1864-03-28T00:00:00Z,male
7445,http://www.wikidata.org/entity/Q61754914,Max Marin,United States of America,,,,1996-04-12T00:00:00Z,male
7446,http://www.wikidata.org/entity/Q513768,Max Miller,United Kingdom,,,,1894-11-21T00:00:00Z,male
7447,http://www.wikidata.org/entity/Q81939428,Max Perlman,Latvia,Jewish people,Gita Galina,,1909-01-01T00:00:00Z,male
7448,http://www.wikidata.org/entity/Q100740589,Max Rogers,United States of America,,,,,male
7449,http://www.wikidata.org/entity/Q1702227,Max Rott,Austria,,,,1863-01-01T00:00:00Z,male
7450,http://www.wikidata.org/entity/Q19663482,Max Silvestri,,,,,1983-01-01T00:00:00Z,male
7451,http://www.wikidata.org/entity/Q1904314,Max Tailleur,Kingdom of the Netherlands,,,,1909-06-12T00:00:00Z,male
7452,http://www.wikidata.org/entity/Q3853080,Max Tortora,Italy,,,,1963-01-21T00:00:00Z,male
7453,http://www.wikidata.org/entity/Q1913560,Max Uthoff,Germany,,,,1967-09-24T00:00:00Z,male
7454,http://www.wikidata.org/entity/Q6795349,Max Wall,United Kingdom,,,,1908-03-12T00:00:00Z,male
7455,http://www.wikidata.org/entity/Q6795349,Max Wall,United Kingdom of Great Britain and Ireland,,,,1908-03-12T00:00:00Z,male
7456,http://www.wikidata.org/entity/Q15879241,Max van den Burg,Kingdom of the Netherlands,,,,1971-01-01T00:00:00Z,male
7457,http://www.wikidata.org/entity/Q23062942,Maxi Gstettenbauer,Germany,,,,1988-06-02T00:00:00Z,male
7458,http://www.wikidata.org/entity/Q559485,Maxim Galkin,Russia,,Alla Pugacheva,,1976-06-18T00:00:00Z,male
7459,http://www.wikidata.org/entity/Q6795804,Maximo Chanda Mwale,,,,,1961-05-22T00:00:00Z,male
7460,http://www.wikidata.org/entity/Q19526,Maya Angelou,United States of America,African Americans,,,1928-04-04T00:00:00Z,female
7461,http://www.wikidata.org/entity/Q236527,Maya Rudolph,United States of America,,,4,1972-07-27T00:00:00Z,female
7462,http://www.wikidata.org/entity/Q63088275,Maya van As,Kingdom of the Netherlands,,,,,female
7463,http://www.wikidata.org/entity/Q55970774,Mayan Lopez,United States of America,,,,1996-04-02T00:00:00Z,female
7464,http://www.wikidata.org/entity/Q16221716,Maybelyn dela Cruz,Philippines,,,,1982-12-20T00:00:00Z,female
7465,http://www.wikidata.org/entity/Q61151058,Mayce Galoni,,,,,,male
7466,http://www.wikidata.org/entity/Q6797978,Maysoon Zayid,United States of America,,,,1974-01-01T00:00:00Z,female
7467,http://www.wikidata.org/entity/Q11649411,Mayu Suzuki,,,,,1986-08-05T00:00:00Z,female
7468,http://www.wikidata.org/entity/Q11365193,Mayumi Nakamura,Japan,,,,1980-03-25T00:00:00Z,female
7469,http://www.wikidata.org/entity/Q11603655,Mayumi Shinozuka,Japan,,,,1954-09-12T00:00:00Z,female
7470,http://www.wikidata.org/entity/Q1142510,Maz Jobrani,Iran,,,,1972-02-26T00:00:00Z,male
7471,http://www.wikidata.org/entity/Q27978962,Mazpit,,,,,,
7472,http://www.wikidata.org/entity/Q20950378,Maël Rannou,France,,,,1989-02-20T00:00:00Z,male
7473,http://www.wikidata.org/entity/Q10327898,Maíra Dvorek,Brazil,,,,,female
7474,http://www.wikidata.org/entity/Q56274346,Meas Samon,Cambodia,,,,,male
7475,http://www.wikidata.org/entity/Q11551505,Medaka Ikeno,Japan,,,,1943-07-03T00:00:00Z,male
7476,http://www.wikidata.org/entity/Q261981,Meera Syal,United Kingdom,,Sanjeev Bhaskar,2,1961-06-27T00:00:00Z,female
7477,http://www.wikidata.org/entity/Q6808626,Megan Amram,United States of America,American Jews,,,1987-09-03T00:00:00Z,female
7478,http://www.wikidata.org/entity/Q61965510,Megan Koester,,,,,,female
7479,http://www.wikidata.org/entity/Q6808719,Megan Mooney,,,,,1974-01-01T00:00:00Z,female
7480,http://www.wikidata.org/entity/Q95208332,Megan Stalter,United States of America,,,,1995-01-01T00:00:00Z,female
7481,http://www.wikidata.org/entity/Q11367844,Megumi Chūma,Japan,,,,1981-03-13T00:00:00Z,female
7482,http://www.wikidata.org/entity/Q11398929,Megumi Katō,Japan,,,,1971-08-12T00:00:00Z,female
7483,http://www.wikidata.org/entity/Q11460463,Megumu Ogawa,Japan,,,,1984-11-04T00:00:00Z,female
7484,http://www.wikidata.org/entity/Q10851651,Megwin,Japan,,,,1977-06-25T00:00:00Z,male
7485,http://www.wikidata.org/entity/Q19359144,Mehdi Bousaidan,Canada,,,,1991-09-01T00:00:00Z,male
7486,http://www.wikidata.org/entity/Q382114,Mehmet Ali Erbil,Turkey,,Nergis Kumbasar,3,1957-02-08T00:00:00Z,male
7487,http://www.wikidata.org/entity/Q95338686,Mehmet Canbolat,,,,,1957-01-01T00:00:00Z,male
7488,http://www.wikidata.org/entity/Q6809798,Mehran Khaghani,Iran,,,,,male
7489,http://www.wikidata.org/entity/Q11627444,Meigaku Saikokubō,,,,,1849-01-01T00:00:00Z,male
7490,http://www.wikidata.org/entity/Q11616045,Meijin Serizawa,Japan,,,,1958-02-10T00:00:00Z,male
7491,http://www.wikidata.org/entity/Q16221711,Mel Buttle,Australia,,,,1982-01-25T00:00:00Z,female
7492,http://www.wikidata.org/entity/Q6810704,Mel Giedroyc,United Kingdom,,,2,1968-06-05T00:00:00Z,female
7493,http://www.wikidata.org/entity/Q6810704,Mel Giedroyc,United Kingdom,,,2,1968-06-15T00:00:00Z,female
7494,http://www.wikidata.org/entity/Q23416323,Mel Kelly,,,,,1972-10-22T00:00:00Z,male
7495,http://www.wikidata.org/entity/Q16106357,Mel Miller,South Africa,,,,1943-10-14T00:00:00Z,male
7496,http://www.wikidata.org/entity/Q939117,Mel Smith,United Kingdom,,,,1952-12-03T00:00:00Z,male
7497,http://www.wikidata.org/entity/Q3854078,Mel Winkler,United States of America,,,,1941-10-23T00:00:00Z,male
7498,http://www.wikidata.org/entity/Q89708238,Melanie Bracewell,New Zealand,,,,,female
7499,http://www.wikidata.org/entity/Q6811292,Melanie Hudson,,,,,,female
7500,http://www.wikidata.org/entity/Q27997862,Melha Bedia,France,,,,1990-12-22T00:00:00Z,female
7501,http://www.wikidata.org/entity/Q6812590,Melisa Cantiveros,Philippines,,Jason Francisco,1,1988-04-06T00:00:00Z,female
7502,http://www.wikidata.org/entity/Q6812777,Melissa Madden Gray,Australia,,,,1978-06-23T00:00:00Z,female
7503,http://www.wikidata.org/entity/Q229048,Melissa McCarthy,United States of America,,Ben Falcone,2,1969-08-26T00:00:00Z,female
7504,http://www.wikidata.org/entity/Q229048,Melissa McCarthy,United States of America,,Ben Falcone,2,1970-08-26T00:00:00Z,female
7505,http://www.wikidata.org/entity/Q236364,Melissa Rauch,United States of America,,Winston Beigel,2,1980-06-23T00:00:00Z,female
7506,http://www.wikidata.org/entity/Q12949655,Melissa Sturm,United States of America,,,,,female
7507,http://www.wikidata.org/entity/Q26924494,Melissa Villaseñor,United States of America,,,,1987-10-09T00:00:00Z,female
7508,http://www.wikidata.org/entity/Q65575306,Meltem Kaptan,,,,,1980-07-08T00:00:00Z,female
